word_one	word_two	spearman_correlation	cosine_similarity
armadio	camicia	0.5205101699108291	0.7271213337097832
armadio	cane	0.29303256423802715	0.5888483738544839
armadio	cavallo	0.29877015294987636	0.5946734454237765
armadio	coniglio	0.309819761490318	0.5873136068072884
armadio	elefante	0.2743437362201479	0.5614814479225517
armadio	gabbiano	0.20565064125374352	0.490285355603828
armadio	gatto	0.32114648838853566	0.6000017247310033
armadio	giacca	0.5920143267658239	0.7665078810321997
armadio	gomma	0.1997006899894929	0.47645115103000757
armadio	gufo	0.30316726827139107	0.6199846951253151
armadio	leone	0.2564956957128813	0.5471697022849239
armadio	letto	0.4426450369107812	0.678169890239218
armadio	maiale	0.29522024009039766	0.5721807443224285
armadio	mucca	0.29738212342357606	0.5965750626825076
armadio	orso	0.31911001372352576	0.6032699808239581
armadio	passero	0.23280882565217034	0.5080056398817928
armadio	pastello	0.30565245845078437	0.5979509051779159
armadio	penna	0.28971009297835065	0.5222704731484706
armadio	pennello	0.3597121956630816	0.638109440613116
armadio	pettine	0.29021465712688144	0.5628908297167676
armadio	poltrona	0.3541965611971167	0.619839492464763
armadio	quaderno	0.47877037065589323	0.7304891501309156
armadio	scimmia	0.29948771108766464	0.5890698419986935
armadio	scopa	0.29819884648444567	0.5663995434271097
armadio	sedia	0.4587753233001407	0.7048299358303085
armadio	serpente	0.23529451595190548	0.5444777403220834
armadio	spada	0.3920158849619949	0.6577973287964177
armadio	tenda	0.4647164246695161	0.6917264422429847
armadio	tigre	0.3197769828726609	0.6052542951295137
armadio	topo	0.29964436889529084	0.5986606993643203
armadio	vaso	0.4536229033278891	0.718410631845027
camicia	cane	0.3172763127114029	0.6237324738431654
camicia	cavallo	0.30846421044956696	0.6193363521672788
camicia	coniglio	0.36058183089732077	0.6332824160708778
camicia	elefante	0.3044401290236721	0.5928364289780041
camicia	gabbiano	0.22360877110049635	0.518702466586999
camicia	gatto	0.3627953593392037	0.6364643875866342
camicia	giacca	0.7444639080974838	0.852852127235406
camicia	gomma	0.2714463085776707	0.5174485405642596
camicia	gufo	0.34875558994843725	0.6457083758278678
camicia	leone	0.30637252417520267	0.5753881801628621
camicia	letto	0.4181038327837189	0.6601306220826989
camicia	maiale	0.33398734638538274	0.6182830496954677
camicia	mucca	0.31363862454098457	0.6103760812433862
camicia	orso	0.36002037317046487	0.6201446710717959
camicia	passero	0.27030129562796257	0.5489723632346433
camicia	pastello	0.35298853587830925	0.6314844649531665
camicia	penna	0.33378574480223533	0.582049418950658
camicia	pennello	0.39637475923815596	0.6800356550657218
camicia	pettine	0.29897456107427145	0.5831533437304313
camicia	poltrona	0.3640905746325731	0.6296862494851129
camicia	quaderno	0.4463300102022315	0.7081887873718042
camicia	scimmia	0.36586908079915187	0.6348951086658532
camicia	scopa	0.30426652579776076	0.5668534617647628
camicia	sedia	0.47172764526892197	0.7295783721633555
camicia	serpente	0.32810639915544376	0.6175529440929288
camicia	spada	0.45251241404859166	0.716301753657247
camicia	tenda	0.4708160124988289	0.6965684093751566
camicia	tigre	0.4061239431311652	0.6651180518387514
camicia	topo	0.3370595549114478	0.6430189125477126
camicia	vaso	0.4890306454075922	0.7370553064176283
cane	cavallo	0.5208132889384423	0.7230388020608148
cane	coniglio	0.5589504266076808	0.7217998078873488
cane	elefante	0.4658503804893209	0.6810604509320172
cane	gabbiano	0.299749686136767	0.5792737201800688
cane	gatto	0.6849066818469303	0.8072307743802528
cane	giacca	0.3414064975455994	0.6300162399000986
cane	gomma	0.22759801174056812	0.4932064630248856
cane	gufo	0.4474795284259686	0.6983105079803851
cane	leone	0.4259685604348327	0.6603050747439378
cane	letto	0.2948145251465202	0.6042302133590869
cane	maiale	0.5790664905132927	0.7386326725446567
cane	mucca	0.5387353793869328	0.7487996410540843
cane	orso	0.4872381414593796	0.7025488732526163
cane	passero	0.29007313703999216	0.551714699517655
cane	pastello	0.3442156776964791	0.595526207283066
cane	penna	0.28500596802823974	0.5466614426468208
cane	pennello	0.3113686439677821	0.6091715245492005
cane	pettine	0.27293397381072615	0.5386796411404686
cane	poltrona	0.29494429659632965	0.561244693802161
cane	quaderno	0.3295553413835982	0.612140413987208
cane	scimmia	0.5224660791003297	0.7081385230645919
cane	scopa	0.28931658767633744	0.551562216168511
cane	sedia	0.334622219822638	0.6336691264024088
cane	serpente	0.43723913974428535	0.6589090878186422
cane	spada	0.3252581565325038	0.6266204420133821
cane	tenda	0.2509482477258439	0.5530564262484892
cane	tigre	0.4830961964769534	0.7058500327618357
cane	topo	0.5327623471498125	0.7449064843024393
cane	vaso	0.33908307534201754	0.6254109708899694
cavallo	coniglio	0.5270285847776736	0.7231031420784096
cavallo	elefante	0.5100329812322215	0.7112331987780837
